TM,Location,HITTERS,AB,W,SO v lhp,BBv lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
MNA,M,"Bader,H",271,27,49,13,14.9,33,30,5,8,-8,9,25,10,23.2,38.2,36.2,2.3,3,-11,5,*3-6/- (17-13),B,14,D,D,1,,,,,,102,102,102,lf-1(-1)e2 cf-1e2 rf-1e2
MNA,M,"Castro,W+",302,32,17,2,21.1,29.1,42.3,3.3,5,-5,21,33,13,17.6,36.6,24.6,1.1,1,-4,15,*2-5/- (18-13),B,14,D,D,1,,,306,359,456,307,,407,2b-3e6 lf-3(0)e7 rf-4e7 3b-3e59 ss-4e56
MNA,M,"Clemens,K*",342,28,32,6,12.3,21.3,13,0,w,-5,8,28,6,12.9,21.9,40.3,6.8,8,0,7,*6/- (19-11),C,13,C,D,1,,301,410,,,404,,404,1b-3e1 2b-4e10 rf-4(+1)e4 lf-4e4
MNA,M,"Outman,J*",95,8,73,4,2.2,8.2,8.8,2.2,3*,0,0,66,8,3.5,13.6,14.2,3.5,5*,0,0,3/- (20-6),D,15,D,D,1,,,,,,206,306,206,cf-3(-1)e6 lf-2e6 rf-2e6
MNA,M,"Bride,J",72,6,41,15,15.7,33.7,15.7,0,w,-7,7,39,0,11.4,14.4,12.6,0,w,-8,10,-/- (---),E,11,D,D,1,,407,406,416,,,,,3b-4e16 1b-4e7 2b-4e6
NYA,M,"McMahon,R*",159,21,43,13,0,17,0,0,w*,0,12,49,15,14.6,33.7,25.7,1.6,1,-4,14,2/- (20-6),E,12,C,C,1,,,,113,,,,,3b-1e13
NYA,M,"Rosario,A",33,0,26,0,35,35,57.3,2.1,3,4,21,74,0,24.4,24.4,24.4,0,w,4,2,-/- (---),E,14,D,C,1,,,321,428,,,,406,3b-4e28 rf-4(+1)e6 2b-3e21
NYN,M,"Mullins,C*",121,16,16,6,10.1,19.1,12.9,0,w,3,0,34,18,7.3,28.3,11.9,0.3,0,2,0,"*5,6/- (20-13)",A,15,A,D,1,,,,,,,204,,cf-2(+1)e4
SAA,M,"Andujar,M",218,11,21,1,46.1,47.1,55.9,3.3,5,5,22,0,2,27.6,29.6,38.1,1,1,5,18,2/- (20-6),E,11,D,C,3,,405,,406,,410,,410,3b-4e6 lf-4(-1)e10 rf-4e10 1b-4e5
SAA,M,"Wynns,A",63,2,58,0,17.4,17.4,37.2,2.4,3*,0,26,31,0,17.4,17.4,41.2,4.4,7*,0,24,-/- (---),E,9,D,D,5,308,,,,,,,,"c-3(-1)e8,T-1(pb-2)"
SAA,M,"Avans,D*",15,0,77,0,0,0,0,0,w*,0,0,39,0,4.2,4.2,4.2,0,w,-2,0,*3/- (20-11),D,16,D,D,1,,,,,,402,402,,lf-4(+1)e2 cf-4e2
PHN,M,"Bader,H",177,12,53,1,15.7,21.7,29.6,3.2,w,-5,6,26,7,42.2,54.2,59.5,2.1,3,-10,4,"3-6/2,7-12 (13-3)",D,14,D,D,1,,,,,,,111,,cf-1(-1)e11
PHN,M,"Clemens,K*",6,1,0,0,0,0,0,0,w*,0,0,0,20,0,20,0,0,w*,0,0,-/- (---),E,13,C,C,1,,,410,,,404,,,2b-4e10 lf-4(+1)e4
PIN,M,"Frazier,A*",235,17,37,3,5.2,13.2,8.8,0,w,0,25,11,2,24,31,35.6,2.8,w,5,24,"*2-8,12/10 (15-11)",C,12,D,C,1,,,303,,,411,,411,2b-3e3 lf-4(+1)e11 rf-4e11
PIN,M,"Kiner-Falefa,I",401,17,7,0,17,19,23.2,2,w,2,17,12,0,28.9,30.9,38.8,0,w,2,17,*2-5/- (19-13),B,14,B,C,1,,,,214,310,,,,ss-3e10 3b-2e14
SDN,M,"Fermin,F",127,6,17,0,11.4,11.4,17.5,2,3,-3,20,22,3,26.6,29.6,39.8,2,w,-3,19,-/- (---),E,11,A,C,2,204,,,,,,,,"c-2(-3)e4,T-9(pb-5)"
SDN,M,"Laureano,R",182,13,8,7,32.4,41.4,64.5,8.6,8,0,17,34,6,21.1,29.1,37.5,2.5,4,0,16,"*5,6/- (17-12)",C,13,D,D,2,,,,,,203,303,203,lf-2(-3)e3 cf-3e3 rf-2e3
SDN,M,"O'Hearn,R*",163,16,31,6,27.2,37.2,36.5,1.4,1,1,1,29,9,26.6,39.6,29.4,0.6,1,1,2,-/- (---),E,12,D,C,1,,314,,,,,,404,1b-3e14 rf-4(+1)e4
SDN,M,"Wagner,W*",15,2,0,0,1.6,1.6,1.6,0,w*,0,34,10,23,0,23,0,0,w*,0,25,-/- (---),E,11,C,C,1,,,418,422,,,,,2b-4e18 3b-4e22
SFN,M,"Devers,R*",335,56,44,8,7.3,16.3,16.5,2.8,5,7,16,38,24,16.1,41.1,39.2,6.2,8,6,12,-/- (---),E,10,D,D,0,,412,,517,,,,,1b-4e12 3b-5e17
SFN,M,"Yastrzemski,M*",321,47,33,0,3.1,4.1,4.5,0,0,0,8,25,20,19.9,40.9,26.3,0.9,2,-12,5,"*4,5/- (17-11)",C,13,B,C,1,,,,,,,,202,rf-2(-3)e2
SFN,M,"Johnson,D*",29,2,36,0,0,0,0,0,w*,0,0,32,4,9.5,13.5,23.2,2.1,4*,0,0,*3/- (20-11),D,15,D,C,1,,,,,,411,411,411,cf-4(0)e11 rf-4e11 lf-4e11
SFN,M,"Wade Jr,L*",144,21,20,7,0,9,0,0,w*,0,9,22,17,9.3,28.3,23.5,1.4,w*,0,7,-/- (---),E,10,D,D,1,,416,,,,,,,1b-4e16
SEA,M,"Naylor,J*",194,11,17,1,36.3,39.3,65,7.8,8,-11,11,7,2,31.9,35.9,44.7,2.4,4,-10,12,"*2-5,11,12/- (20-13)",AA,12,D,C,1,,303,,,,,,,1b-3e3
SEA,M,"Suarez,E",201,17,54,10,6.9,17.9,17.2,1.8,3*,0,14,53,7,11.2,19.2,42.4,10,8*,0,15,*2-5/- (17-12),C,10,D,D,1,,430,,412,,,,,3b-4e12 1b-4e30
TBA,M,"Fortes,N",89,7,25,0,19.5,30.5,28,0.8,0,3,23,31,16,3.6,30.6,13.2,3.2,5*,0,18,3/- (20-6),D,10,D,C,3,212,,,,,,,,"c-2(+2)e12,T-5(pb-3)"
TBA,M,"Kim,H",84,8,27,8,11.9,22,15.2,0.9,1,-1,0,30,11,13.9,27,19.4,0.9,1,-1,0,*3-6/- (19-15),B,15,D,C,5,,,205,,212,,,,ss-2e12 2b-2e5
TBA,M,"Rortvedt,B*",63,7,2,0,3.4,3.4,3.4,0,w,4,0,21,14,0,14,0,0,w*,0,0,-/- (---),E,10,C,C,2,306,,,,,,,,"c-3(0)e6,T-1(pb-1)"
TBA,M,"Feduccia,H*",86,14,56,0,0,0,0,0,w*,0,0,30,28,7.6,35.6,15.2,0,w*,0,0,3/- (20-6),D,10,D,D,2,302,,,,,,,,"c-3(+2)e2,T-2(pb-0)"
TBA,M,"Jansen,D",221,33,36,34,5.4,42.4,20,4.6,7*,0,6,31,11,10,24,18.8,2.2,4,-3,13,-/- (---),E,10,D,B,2,302,,,,,,,,"c-3(+1)e2,T-10(pb-0)"
TEA,M,"Crim,B",11,1,88,0,0,9,0,0,w*,0,0,50,25,0,34,0,0,w*,0,0,-/- (---),E,10,D,D,1,,407,,,,,,,1b-4e7
TEA,M,"Ornelas,J",5,1,56,27,0,27,0,0,w*,0,0,55,28,0,28,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,422,,410,,,,ss-4e10 2b-4e22
TOA,M,"Kennedy,B",5,1,12,17,12.3,29.3,24.6,0,w*,0,0,0,11,0,11,0,0,w*,0,0,-/- (---),E,14,D,D,1,,,410,410,,,,,3b-4e10 2b-4e10
TOA,M,"Kiner-Falefa,I",30,0,26,0,17.7,24.7,27.3,3.2,6,4,0,35,0,16.6,23.6,31,0,w*,0,0,-/- (---),E,14,B,C,1,,,206,232,310,,,,3b-2e32 2b-2e6 ss-3e10
TOA,M,"Wagner,W*",114,15,29,6,4.7,14.7,8.9,0,w*,0,13,17,16,19.8,39.8,26.4,0,w,-4,11,2/- (20-6),E,11,C,C,1,,407,418,417,,,,,3b-4e17 1b-4e7 2b-4e18
WAN,M,"Lowe,N*",440,47,40,12,10.1,22,23.6,2.7,w*,0,6,30,11,14.8,25.8,26.8,3.1,5,9,6,2/- (20-6),E,10,D,D,1,,410,,,,,,,1b-4e10
WAN,M,"Rosario,A",148,7,0,3,30.9,36.8,48,2.2,3,6,25,19,0,18,21,24.5,2.2,3,6,26,2/- (20-6),E,14,D,C,1,,,324,431,420,,,406,3b-4e31 2b-3e24 ss-4e20 rf-4(+1)e6
ARN,X,"English,T",22,1,80,0,0,0,0,0,w*,0,0,43,4,0,4,0,0,w*,0,0,-/- (---),E,9,D,D,1,,304,,,,,,,1b-3e4
ARN,X,"Garcia,A",4,0,103,0,0,0,0,0,w*,0,0,103,0,0,0,0,0,w*,0,0,-/- (---),E,8,D,D,2,403,,,,,,,,"c-4(0)e3,T-5(pb-0)"
ARN,X,"Kaiser,C",18,1,59,0,15.4,15.4,30.6,0,w*,0,28,21,7,0,7,0,0,w*,0,31,-/- (---),E,13,B,D,1,,,411,,,,,,2b-4e11
ATN,X,"Azocar,J",19,2,0,28,24.5,52.5,24.5,0,w,-6,0,0,6,23.5,29.5,23.5,0,w,-8,0,3/- (20-6),D,16,D,D,1,,,,,,205,305,205,lf-2(-2)e5 cf-3e5 rf-2e5
ATN,X,"De La Cruz,B",47,3,40,0,12.2,12.2,22.7,0,w*,0,18,57,10,11.6,21.6,11.6,0,w,-8,17,*3/- (20-11),D,12,D,D,1,,,,,,406,,,lf-4(-1)e6
ATN,X,"Leon,S+",12,0,28,0,0,0,0,0,w*,0,0,53,0,0.3,0.3,1.1,0.3,0*,0,0,-/- (---),E,8,B,D,2,301,,,,,,,,"c-3(+2)e1,T-7(pb-0)"
ATN,X,"Rosario,E*",8,0,0,0,0,0,0,0,w*,0,0,28,0,0.3,0.3,0.3,0,w*,0,0,-/- (---),E,12,D,C,1,,,,,,,,405,rf-4(0)e5
ATN,X,"Williams,L",31,1,42,0,18.5,25.5,36.9,0,w*,0,32,30,0,0,7,0,0,w*,0,31,*7/- (20-13),A,15,D,D,1,,,,359,412,,,,ss-4e12 3b-3e59
ATN,X,"Ornelas,J",9,1,24,11,22.5,33.5,22.5,0,w,-8,0,45,14,14.9,28.9,14.9,0,w,-8,0,-/- (---),E,13,D,D,1,,,422,420,410,,,,ss-4e10 2b-4e22 3b-4e20
BAA,X,"Adams,J",5,0,57,0,0,0,0,0,w*,0,0,58,0,0,0,0,0,w*,0,0,-/- (---),E,16,D,D,1,,,,,,,313,313,cf-3(-1)e13 rf-3e13
BAA,X,"Allen,G+",14,0,0,0,0,0,0,0,w*,0,34,50,0,0,0,0,0,w*,0,34,2-12/- (3-1),E,14,B,D,1,,,,,,306,306,,cf-3(0)e6 lf-3e6
BAA,X,"Banuelos,D",1,0,87,0,0,9,0,0,w*,0,0,82,0,0,9,0,0,w*,0,0,-/- (---),E,9,D,C,1,,,,,,,,,
BAA,X,"Handley,M",41,2,67,15,0,20,0,0,w*,0,0,62,0,0,5,0,0,w*,0,0,-/- (---),E,11,C,D,5,311,,,,,,,,"c-3(+3)e11,T-1(pb-0)"
BAA,X,"Machin,V*",11,1,56,0,0,0,0,0,w*,0,0,2,11,12.8,23.8,51,12.8,8*,0,0,-/- (---),E,10,D,C,1,,,,428,,,,,3b-4e28
BAA,X,"Noda,R*",47,11,64,22,0,22,0,0,w*,0,0,60,25,0.5,25.5,2,0.5,0*,0,0,3/- (20-6),D,11,C,D,2,,314,,,,,,406,1b-3e14 rf-4(+1)e6
BAA,X,"Vavra,T*",1,0,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,13,B,C,1,,,405,,,,,,2b-4e5
BAA,X,"Tromp,C",21,1,34,0,1.6,1.6,6.6,1.6,2*,0,34,33,6,4.4,10.4,17.6,4.4,7*,0,32,-/- (---),E,9,D,D,3,301,,,,,,,,"c-3(0)e1,T-18(pb-7)"
BOA,X,"Garcia,J",7,2,41,31,8.3,39.3,16.5,0,w*,0,0,101,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,,,,408,,408,lf-4(-1)e8 rf-4e8
BOA,X,"Sabol,B*",16,1,76,0,0,0,0,0,w*,0,31,59,6,8,14,16,0,w*,0,30,-/- (---),E,11,D,D,2,416,,,,,,,,"c-4(+1)e16,T-19(pb-9)"
BOA,X,"Sanchez,A",23,0,10,0,23.4,23.4,42.2,0,w,-3,32,36,0,14.5,14.5,25.3,0,w,-2,32,-/- (---),E,9,C,D,2,401,525,,,,,,,"c-4(+2)e1,T-6(pb-0) 1b-5e25"
CHA,X,"Dalbec,B",18,3,47,15,8.2,23.2,12.4,0,w,4,29,29,28,17.3,45.3,23.3,0,w,3,22,-/- (---),E,14,D,D,1,,303,,317,438,,,,1b-3e3 3b-3e17 ss-4e38
CHA,X,"Fletcher,D*",32,2,0,11,15.4,26.4,30.6,0,w*,0,21,0,2,18.6,20.6,42.2,2.5,3*,0,24,*3/- (20-11),D,12,D,C,1,,,,,,,307,207,rf-2(-2)e7 cf-3e7
CHA,X,"Jones,G+",2,0,90,0,0,0,0,0,w*,0,0,96,0,0,0,0,0,w*,0,0,*3/- (20-11),D,17,D,D,1,,,,,,,,411,rf-4(0)e11
CHA,X,"Julks,C",12,0,34,0,27.8,27.8,55.5,0,w*,0,0,17,0,24.3,24.3,48.5,0,w*,0,0,-/- (---),E,13,D,D,1,,,,,,404,,,lf-4(0)e4
CHA,X,"Lee,K",35,4,21,7,31.3,38.3,66.8,8.5,8,-8,21,10,18,15.7,33.7,28,0,w,-2,18,-/- (---),E,13,C,C,5,301,,,,,525,,,"c-3(-1)e1,T-4(pb-0) lf-5(+1)e25"
CHA,X,"Narvaez,O*",7,2,0,5,7.8,12.8,7.8,0,w,4,0,0,19,26.7,45.7,26.7,0,w,4,0,-/- (---),E,9,D,C,2,405,,,,,,,,"c-4(+1)e5,T-20(pb-0)"
CHA,X,"Ramos,B",12,0,27,0,26.4,26.4,52.5,0,w*,0,0,48,0,5.5,5.5,11,0,w*,0,0,-/- (---),E,12,D,C,2,,,,424,,,,,3b-4e24
CHA,X,"Workman,G*",16,1,57,0,0,0,0,0,w*,0,0,65,3,14,17,22.2,0,w,-3,0,*3/- (20-11),D,13,D,D,1,,,,465,442,,,,3b-4e65 ss-4e42
CHN,X,"Alcantara,K",11,1,37,22,26.9,48.8,26.9,0,w,-7,0,58,0,35.8,35.8,35.8,0,w,-9,0,*3/- (20-11),D,13,D,C,1,,,,,,412,412,412,cf-4(-1)e12 lf-4e12 rf-4e12
CHN,X,"Caissie,O*",26,1,26,0,0,0,0,0,w*,0,0,63,0,10.2,10.2,20.3,2.5,5,4,0,-/- (---),E,12,D,D,2,,,,,,408,,408,rf-4(0)e8 lf-4e8
CHN,X,"Lopez,N*",24,4,0,0,0,0,0,0,w*,0,32,9,23,0,23,0,0,w*,0,24,-/- (---),E,13,D,C,1,,,208,322,388,416,,,3b-3e22 ss-3e88 2b-2e8 lf-4(+2)e16
CIN,X,"Banfield,W",10,0,80,0,0,0,0,0,w*,0,27,102,0,0,0,0,0,w*,0,5,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(+2)e16,T-20(pb-0)"
CIN,X,"Callihan,T*",6,0,0,0,0,0,0,0,w*,0,0,10,0,6.3,6.3,6.3,0,w,4,0,-/- (---),E,13,C,C,6,,,428,,,404,,,lf-4(+2)e4 2b-4e28
CIN,X,"Hinds,R",43,1,103,0,0,0,0,0,w*,0,4,54,0,12.9,12.9,44.8,9.5,8*,0,19,-/- (---),E,15,D,D,1,,,,,,,,407,rf-4(-1)e7
CIN,X,"Hurtubise,J*",12,1,52,0,0,9,0,0,w*,0,0,71,5,0,14,0,0,w*,0,0,-/- (---),E,16,A,D,1,,,,,,302,,,lf-3(+1)e2
CIN,X,"Vilade,R",13,2,47,31,0,31,0,0,w*,0,22,51,0,25.3,25.3,25.3,0,w,-9,24,-/- (---),E,13,D,D,1,,,,,,415,,415,rf-4(+2)e15 lf-4e15
CLA,X,"Brennan,W*",11,1,0,0,0,9,0,0,w*,0,31,0,6,0,15,0,0,w*,0,28,2-12/- (3-1),E,13,D,C,6,,,,,,,,307,rf-3(-1)e7
CLA,X,"Halpin,P*",6,2,52,11,24.3,35.3,24.3,0,w,-8,0,32,28,21.5,49.5,21.5,0,w,-6,0,-/- (---),E,15,D,D,1,,,,,,,301,,cf-3(-1)e1
CLA,X,"Nunez,D*",7,0,60,0,37.5,37.5,37.5,0,w,-9,0,79,0,15,15,15,0,w,-9,0,-/- (---),E,9,C,D,2,403,,,,,,,,"c-4(+2)e3,T-8(pb-0)"
CON,X,"Bryant,K",39,2,42,8,0,8,0,0,w*,0,19,44,0,13,13,23.2,0,w*,0,21,-/- (---),E,9,D,D,6,,,,,,,,,
CON,X,"Hiura,K",18,0,65,0,20.6,29.6,20.6,0,w,2,0,47,0,14.1,23.1,22.9,0,w,2,0,-/- (---),E,13,D,D,1,,430,,,,,,,1b-4e30
CON,X,"Miller,O",14,2,34,20,0,29,0,0,w*,0,0,21,15,17.3,41.3,17.3,0,w,3,0,*3/- (20-11),D,15,D,D,1,,,304,426,,,,,2b-3e4 3b-4e26
CON,X,"Nola,A",38,2,0,34,0,34,0,0,w*,0,21,5,0,13.8,13.8,14.6,0,w,4,34,-/- (---),E,10,A,B,2,301,425,,,,,,,"c-3(+1)e1,T-2(pb-0) 1b-4e25"
CON,X,"Romo,D+",3,0,103,0,0,0,0,0,w*,0,0,103,0,0,0,0,0,w*,0,0,-/- (---),E,11,D,D,2,410,,,,,,,,"c-4(0)e10,T-1(pb-0)"
CON,X,"Schunk,A",32,0,44,0,3.8,3.8,3.8,0,w*,0,24,32,0,29.2,29.2,43,0,w,-9,22,-/- (---),E,13,C,D,2,,,412,421,404,,,,ss-4e4 2b-4e12 3b-4e21
CON,X,"Trejo,A",40,1,1,0,0,0,0,0,w*,0,34,14,0,17.9,17.9,25.9,0,w,-8,34,-/- (---),E,12,C,C,1,,,,,425,,,,ss-4e25
CON,X,"Veen,Z*",34,2,15,34,0,40,0,0,w*,0,0,67,0,4.5,10.5,13.5,2.3,4*,0,0,"*2-8,11/9,10,12 (15-8)",D,15,D,D,1,,,,,,408,,408,lf-4(0)e8 rf-4e8
DEA,X,"Baddoo,A*",17,1,25,0,0,0,0,0,w*,0,0,37,4,1.5,5.5,3,0,w*,0,0,*3/- (20-11),D,15,D,D,1,,,,,,205,,405,lf-2(0)e5 rf-4e5
DEA,X,"Hicklen,B",3,1,41,5,9.7,14.7,9.7,0,w,-8,0,23,11,41.3,52.3,41.3,0,0,-8,0,*3/- (20-11),D,15,D,D,1,,,,,,,403,,cf-4(0)e3
DEA,X,"Jung,J*",47,7,24,0,0,5,0,0,w*,0,30,39,18,0,23,0,0,w*,0,24,-/- (---),E,10,D,D,1,,,,411,,,,,3b-4e11
DEA,X,"Kreidler,R",38,4,62,20,0,20,0,0,w*,0,0,79,8,0,8,0,0,w*,0,0,*4/- (20-11),C,13,C,D,1,,,,,,,302,,cf-3(+1)e2
DEA,X,"Margot,M",19,0,35,0,39.5,39.5,39.5,0,w,4,0,58,0,29.9,29.9,29.9,0,w,4,0,-/- (---),E,12,D,C,2,,,,,,,,425,rf-4(0)e25
DEA,X,"Nido,T",35,0,0,0,39.5,45.5,39.5,0,w,-8,22,44,0,42.6,48.6,42.6,0,w,-8,9,-/- (---),E,8,B,D,2,316,,,,,,,,"c-3(+1)e16,T-1(pb-4)"
HOA,X,"Cole,Z*",47,5,70,15,0,15,0,0,w*,0,0,54,10,23.4,33.3,65.9,12.6,8,4,0,*5/- (20-13),B,15,D,D,1,,,,,,301,301,301,lf-3(-2)e1 rf-3e1 cf-3e1
HOA,X,"Corona,K",2,2,26,43,0,43,0,0,0*,0,0,26,43,0,43,0,0,w*,0,0,-/- (---),E,14,D,D,1,,,,,,,302,,cf-3(0)e2
HOA,X,"Guillorme,L*",20,1,77,0,0,0,0,0,w*,0,30,54,2,9.1,11.1,9.1,0,w,-7,36,-/- (---),E,10,D,C,2,,,203,210,,,,,3b-2e10 2b-2e3
HOA,X,"Matthews,B",42,2,80,10,0,15,0,0,w*,0,0,67,0,14.9,19.9,59,14.7,8*,0,0,*3/- (20-11),D,16,C,D,1,,,313,441,,,,,2b-3e13 3b-4e41
HOA,X,"Salazar,C*",13,2,37,6,22.5,37.5,22.5,0,w,-7,27,0,25,10.6,44.7,10.6,0,w,-6,21,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(+2)e16,T-20(pb-0)"
HOA,X,"Singleton,J*",9,0,0,0,0,0,0,0,w*,0,0,0,0,2,2,2,0,w,0,0,-/- (---),E,9,D,D,1,,414,,,,,,,1b-4e14
HOA,X,"Whitcomb,S",32,0,0,0,1.8,1.8,7,1.8,2*,0,0,60,0,2,2,7.2,1.8,3*,0,0,-/- (---),E,13,D,D,1,,,441,424,,406,,,2b-4e41 3b-4e24 lf-4(+2)e6
KCA,X,"Blanco,D",6,0,46,0,15.7,15.7,31.3,0,w*,0,0,37,0,0,0,0,0,w*,0,0,"*2-10/11,12 (15-11)",B,17,A,D,4,,,,,,310,310,,lf-3(-1)e10 cf-3e10
LAA,X,"Davidson,L+",42,3,55,18,12.7,30.7,18.1,0,w,4,15,91,2,5.6,7.6,13.3,1.3,2*,0,5,-/- (---),E,12,B,D,1,,430,408,465,,,,,1b-4e30 2b-4e8 3b-4e65
LAA,X,"Davis,J",9,0,37,0,0,0,0,0,w*,0,0,45,0,0.5,0.5,0.5,0,w*,0,0,-/- (---),E,9,D,D,1,,505,,516,,,,,1b-5e5 3b-5e16
LAA,X,"Guzman,D",42,1,85,0,11.8,11.8,15.8,1.4,1,-8,0,75,0,9.1,9.1,23.3,4.4,7,-2,0,-/- (---),E,13,D,D,1,,,,,326,,,,ss-3e26
LAA,X,"Kavadas,N*",20,3,98,0,0,0,0,0,w*,0,0,58,24,0,24,0,0,w*,0,0,-/- (---),E,8,D,D,1,,412,,,,,,,1b-4e12
LAA,X,"Kieboom,C",8,0,0,0,23.8,23.8,23.8,0,w,4,0,10,0,24,24,24,0,w,4,0,-/- (---),E,12,D,D,1,,430,,,,,,,1b-4e30
LAA,X,"Kingery,S",27,2,44,0,5.2,5.2,8.4,0,w,0,28,63,18,1.4,19.4,2.8,0,w*,0,22,"*2-8,11/9,10,12 (15-8)",D,13,C,D,1,,,315,,488,,404,404,2b-3e15 ss-4e88 cf-4(+2)e4 rf-4e4
LAA,X,"Rivero,S",33,1,27,0,24,24,24,0,w,4,0,32,0,10.1,10.1,19.4,0,w*,0,0,*3/- (20-11),D,8,C,D,2,315,,,,,,,,"c-3(+1)e15,T-1(pb-0)"
LAA,X,"Stevens,C",13,0,93,0,0,0,0,0,w*,0,0,78,0,15.1,15.1,15.1,0,w,-9,0,2-12/- (3-1),E,13,C,D,1,,,413,426,,,,,2b-4e13 3b-4e26
LAN,X,"Barnes,A",42,1,6,0,32.2,32.2,56.3,0,w,-5,20,52,0,15.1,15.1,21.5,0,w,-6,17,-/- (---),E,11,C,D,2,409,525,,,,,,,"c-4(+3)e9,T-4(pb-0) 1b-5e25"
LAN,X,"Dean,J",2,0,0,0,0,0,0,0,w*,0,0,79,0,0,0,0,0,w*,0,0,*3/- (20-11),D,17,D,D,1,,,,,,,209,,cf-2(0)e9
LAN,X,"Robinson,C",1,0,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,10,D,D,2,408,,,,,,,,"c-4(+1)e8,T-4(pb-0)"
LAN,X,"Ruiz,E",21,2,61,3,5.8,8.8,20,4.8,6*,0,0,19,35,16.5,51.5,16.5,0,w,0,0,*6/- (20-13),B,17,D,D,1,,,,,,324,,424,lf-3(+1)e24 rf-4e24
LAN,X,"Kennedy,B",29,2,35,11,0,18,0,0,w*,0,0,16,0,0,7,0,0,w*,0,0,-/- (---),E,14,D,D,1,,416,410,410,,,,,3b-4e10 1b-4e16 2b-4e10
MMN,X,"Brantly,R*",7,0,3,0,61.9,61.9,61.9,0,w,4,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,9,D,D,5,406,,,,,,,,"c-4(0)e6,T-6(pb-0)"
MMN,X,"Mesa,V*",32,5,0,11,9.9,20.9,20.6,1.8,3*,0,0,9,23,8.7,31.7,19.6,1.3,2*,0,0,-/- (---),E,13,C,C,1,,,,,,303,303,303,rf-3(0)e3 lf-3e3 cf-3e3
MMN,X,"Navarreto,B",14,0,5,0,30.5,30.5,78.4,8.8,8*,0,0,35,0,31,31,80,9,8*,0,0,-/- (---),E,8,D,C,2,405,,,,,,,,"c-4(+1)e5,T-9(pb-0)"
MMN,X,"Winkler,J",16,0,33,0,27.6,27.6,54,0,w,0,0,3,0,7.4,7.4,7.4,0,w,-5,0,*3/- (20-11),D,13,D,D,1,,421,459,419,488,,,,2b-4e59 ss-4e88 1b-4e21 3b-4e19
MLN,X,"Berroa,S+",5,1,33,37,0,37,0,0,w*,0,0,74,10,0,10,0,0,w*,0,0,*3/- (20-11),D,16,D,D,1,,,,,,,304,,cf-3(-1)e4
MLN,X,"Black,T*",8,5,0,22,0,22,0,0,w*,0,0,0,41,16.5,57.5,33,0,w*,0,0,2-12/- (3-1),E,14,D,D,1,,530,,,,504,,,1b-5e30 lf-5(+2)e4
MLN,X,"Cameron,D",41,1,48,0,11.5,11.5,17.7,1.8,2,-5,20,21,0,19.7,19.7,19.7,0,w,-5,20,*3/- (20-11),D,14,D,D,1,,,,,,302,,302,rf-3(-2)e2 lf-3e2
MLN,X,"Dunn,O*",36,2,16,0,0,0,0,0,w*,0,0,42,3,12.1,15.1,20.1,0,w,4,0,*3/- (20-11),D,14,C,D,1,,425,,431,,,,,3b-4e31 1b-4e25
MLN,X,"Avans,D*",17,0,42,0,0,0,0,0,w*,0,0,50,0,2,2,2,0,w,0,0,*3/- (20-11),D,16,D,D,1,,,,,,402,402,,lf-4(+1)e2 cf-4e2
MNA,X,"Fitzgerald,R*",46,7,0,13,4.6,17.6,18.4,4.6,8*,0,0,15,23,12.3,35.3,49.2,12.3,8*,0,0,3/- (20-6),D,13,D,C,1,,425,406,447,412,,,,ss-4e12 2b-4e6 3b-4e47 1b-4e25
MNA,X,"McCusker,C",29,1,81,0,16,16,16,0,w,-9,0,100,0,0,0,0,0,w*,0,0,2-12/- (3-1),E,10,D,D,1,,,,,,,,402,rf-4(0)e2
MNA,X,"Miranda,J",36,0,85,0,0,0,0,0,w*,0,0,25,0,19.5,19.5,31.5,4,6,-9,0,-/- (---),E,10,D,D,1,,,,418,,,,,3b-4e18
NYA,X,"Reyes,P",31,2,35,15,9.6,24.6,9.6,0,w,-4,0,45,0,14.6,14.6,23.3,0,w,-3,0,*3/- (20-11),D,14,C,D,1,,,414,465,,,,517,2b-4e14 3b-4e65 rf-5(+2)e17
NYN,X,"Siri,J",32,4,103,0,0,0,0,0,w*,0,0,53,30,0,30,0,0,w*,0,0,*4/- (20-11),C,15,D,D,6,,,,,,,209,,cf-2(-2)e9
NYN,X,"Young,J*",43,2,44,0,0,5,0,0,w*,0,19,51,0,12.3,17.3,49.2,12.3,8*,0,15,-/- (---),E,13,D,D,1,,412,,,,405,,,1b-4e12 lf-4(+1)e5
