TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
SDN,X,"Ona,J",37,26,24,23.8,52.8,51.5,9.3,8,-6,0,65,1,13.4,19.4,26.9,1.4,1,0,0,-/- (---),E,10,D,D,1,,,,,,,,525,rf-5(0)e25
SEA,X,"Walton,D*",35,0,1,21.4,22.4,27.8,0,w,+4,23,34,9,19.6,28.6,26,0,w,+4,21,2-12/- (3-1),E,13,D,D,1,,,318,,407,,,,ss-4e7 2b-3e18
SFN,X,"Basabe,L+",43,45,14,16.9,30.9,17.9,0.3,0,+4,0,36,27,0.5,27.5,2,0.5,0*,0,0,*5/- (20-13),B,13,C,D,2,,,,,,310,,310,rf-3(-1)e10 lf-3e10
SFN,X,"Brantly,R*",8,4,0,0,0,0,0,w*,0,0,0,0,18.9,18.9,18.9,0,w,0,0,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(+2)e16,T-20(pb-0)"
SFN,X,"Davis,J",32,66,3,8.6,11.6,15,1.8,2,-4,0,51,4,17.8,21.8,47.2,9.5,8,-5,0,-/- (---),E,14,D,D,1,,,,,,,,325,rf-3(-1)e25
SFN,X,"McCarthy,J*",26,0,0,0,0,0,0,w*,0,0,54,5,0,5,0,0,w*,0,0,-/- (---),E,10,D,D,1,,,,,,406,,406,lf-4(+1)e6 rf-4e6
SFN,X,"Rickard,J",15,39,29,0,29,0,0,w*,0,0,13,4,2,6,4,0,w*,0,0,-/- (---),E,13,D,D,3,,,,,,,,306,rf-3(+1)e6
SLN,X,"Dean,A",17,38,2,14.4,16.4,26.4,0,w*,0,0,22,31,20.8,51.8,41.5,0,w*,0,0,-/- (---),E,12,D,D,3,,514,,,,416,,,lf-4(+2)e16 1b-5e14
SLN,X,"Nogowski,J",11,0,7,34.8,41.8,34.8,0,w,-4,0,54,11,7.4,18.4,7.4,0,w,-3,0,-/- (---),E,11,D,C,1,,304,,,,,,,1b-3e4
SLN,X,"Williams,J*",16,31,8,26.1,34.1,40.5,0,w,-8,0,32,14,23.7,37.7,29.9,0,w,-8,0,-/- (---),E,14,D,D,1,,,,,,,,402,rf-4(0)e2
TBA,X,"O'Grady,B*",13,13,0,0,0,0,0,w*,0,0,41,5,42.9,47.9,54.9,0,w,-8,0,*3/- (20-11),D,13,D,D,1,,322,,,,302,302,,lf-3(+1)e2 cf-3e2 1b-3e22
TEA,X,"Garcia,A",18,75,1,3.2,4.2,12.8,3.2,6*,0,0,45,29,6,35,24,6,8*,0,0,-/- (---),E,14,D,D,1,,,,,,304,,,lf-3(-2)e4
TEA,X,"Rivera,Y",13,21,0,5.3,5.3,5.3,0,w,-4,0,50,0,3.3,3.3,3.3,0,w,-2,0,*3/- (20-11),D,14,D,D,2,,420,322,,340,,,,ss-3e40 2b-3e22 1b-4e20
TEA,X,"Romine,A+",10,6,0,34.9,34.9,49.9,0,w,-9,0,20,0,34.7,34.7,49.7,0,w,-9,0,-/- (---),E,14,D,D,1,,,,,314,,,,ss-3e14
TOA,X,"Joseph,C",23,28,25,2.3,27.3,4.4,0,w*,0,0,12,1,10,11,31.6,5.8,8*,0,0,-/- (---),E,8,D,D,2,316,,,,,,,,"c-3(+2)e16,T-20(pb-19)"
TOA,X,"McKinney,B*",7,33,0,19.3,19.3,19.3,0,w,-9,0,0,0,46.3,46.3,46.3,0,w,-9,0,-/- (---),E,12,D,D,1,,,,,,311,,,lf-3(+1)e11
WAN,X,"Bonifacio,E+",8,0,0,0,0,0,0,w*,0,0,53,0,0,0,0,0,w*,0,0,2-12/- (3-1),E,15,D,D,1,,,,,,404,,,lf-4(+2)e4
WAN,X,"Difo,W+",43,43,13,0,13,0,0,w*,0,0,19,11,11.6,22.6,11.6,0,w,+4,0,3/- (20-6),D,14,D,C,1,,,305,337,305,,,,2b-3e5 3b-3e37 ss-3e5
